Local time in Romulus / Detroit (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
30.06.2022 6:53;21.0;749.2;766.3;78;Wind blowing from the south-west;3;;;;Few clouds (10-30%) 900 m, broken clouds (60-90%) 4800 m, broken clouds (60-90%) 7500 m;11.0;17.0
30.06.2022 5:53;19.0;749.1;766.3;83;Wind blowing from the south-west;4;;Haze;;Scattered clouds (40-50%) 4800 m, broken clouds (60-90%) 7500 m;8.0;16.0
30.06.2022 4:53;18.0;748.9;766.1;88;Wind blowing from the south-southwest;2;;Mist;;Scattered clouds (40-50%) 4800 m, broken clouds (60-90%) 7500 m;8.0;16.0
30.06.2022 3:53;18.0;748.6;765.8;88;Calm, no wind;0;;Mist;;Broken clouds (60-90%) 7500 m;9.0;16.0
30.06.2022 2:53;18.0;748.6;765.8;88;Calm, no wind;0;;;;Scattered clouds (40-50%) 7500 m;11.0;16.0
30.06.2022 1:53;19.0;749.1;766.3;83;Wind blowing from the north-northeast;2;;;;Scattered clouds (40-50%) 7500 m;12.0;16.0
30.06.2022 0:53;20.0;749.2;766.3;78;Calm, no wind;0;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
29.06.2022 23:53;21.0;749.5;766.6;73;Wind blowing from the east;3;;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;16.0
29.06.2022 22:53;22.0;750.1;767.1;73;Wind blowing from the east;3;;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;17.0
29.06.2022 21:53;22.0;749.8;766.8;73;Wind blowing from the east-northeast;2;;;;Scattered clouds (40-50%) 7500 m;16.0;17.0
29.06.2022 20:53;23.0;749.3;766.3;65;Wind blowing from the south-east;2;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
29.06.2022 19:53;26.0;749.3;766.1;51;Wind blowing from the east-southeast;2;;;;Few clouds (10-30%) 1800 m, few clouds (10-30%) 7500 m;16.0;15.0
29.06.2022 17:53;26.0;749.3;766.1;54;Calm, no wind;0;;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 7500 m;16.0;16.0
29.06.2022 16:53;27.0;749.6;766.3;51;Calm, no wind;0;;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 2700 m, broken clouds (60-90%) 7500 m;16.0;16.0
29.06.2022 15:53;27.0;749.9;766.6;51;Calm, no wind;0;;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 2100 m, broken clouds (60-90%) 2700 m;16.0;16.0
29.06.2022 14:53;26.0;750.0;766.8;51;Wind blowing from the south;3;9;;;Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 2400 m, broken clouds (60-90%) 2850 m;16.0;15.0
29.06.2022 13:53;27.0;750.3;767.1;51;Wind blowing from the south-west;4;;Light rain;;Few clouds (10-30%) 1350 m, overcast (100%) 2400 m;16.0;16.0
29.06.2022 12:53;26.0;750.5;767.3;51;Wind blowing from the west-northwest;4;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 7500 m;16.0;15.0
29.06.2022 11:53;26.0;750.8;767.6;51;variable wind direction;2;;;;Scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 7500 m;16.0;15.0
29.06.2022 10:53;23.0;750.6;767.6;57;Wind blowing from the west-southwest;3;;;;Broken clouds (60-90%) 1950 m, broken clouds (60-90%) 2700 m, overcast (100%) 6900 m;16.0;14.0
29.06.2022 9:53;21.0;750.2;767.3;64;Wind blowing from the south-southwest;2;;;;Scattered clouds (40-50%) 1800 m, overcast (100%) 2700 m;16.0;14.0
29.06.2022 8:53;19.0;750.1;767.3;68;Wind blowing from the north-northeast;3;;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2700 m;16.0;13.0
29.06.2022 7:53;19.0;749.9;767.1;64;Wind blowing from the north-northeast;3;;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2250 m, overcast (100%) 5100 m;16.0;12.0
29.06.2022 6:53;19.0;749.4;766.6;60;Wind blowing from the west-northwest;3;;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2250 m, overcast (100%) 5100 m;16.0;11.0
29.06.2022 5:53;19.0;748.9;766.1;56;Wind blowing from the west;3;;;;Broken clouds (60-90%) 1800 m, broken clouds (60-90%) 2550 m, overcast (100%) 6000 m;16.0;10.0
29.06.2022 4:53;18.0;748.4;765.6;56;Wind blowing from the south-west;5;;;;Broken clouds (60-90%) 1950 m, broken clouds (60-90%) 3300 m, overcast (100%) 6600 m;16.0;9.0
29.06.2022 3:53;18.0;748.4;765.6;56;Wind blowing from the south-west;5;;;;Broken clouds (60-90%) 2250 m, broken clouds (60-90%) 3300 m, overcast (100%) 6600 m;16.0;9.0
29.06.2022 2:53;17.0;748.3;765.6;73;Wind blowing from the south-southwest;3;;;;Scattered clouds (40-50%) 4200 m, overcast (100%) 7500 m;16.0;12.0
29.06.2022 1:53;17.0;748.5;765.8;77;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 4200 m, overcast (100%) 7500 m;16.0;13.0
29.06.2022 0:53;17.0;748.5;765.8;77;Wind blowing from the south-southwest;2;;;;Few clouds (10-30%) 4200 m, overcast (100%) 7500 m;16.0;13.0
28.06.2022 23:53;18.0;748.9;766.1;73;Wind blowing from the south;4;;;;Broken clouds (60-90%) 7500 m;16.0;13.0
28.06.2022 22:53;18.0;748.6;765.8;68;Wind blowing from the south;2;;;;Broken clouds (60-90%) 7500 m;16.0;12.0
28.06.2022 21:53;19.0;748.9;766.1;64;Wind blowing from the south;2;;;;Scattered clouds (40-50%) 7500 m;16.0;12.0
28.06.2022 20:53;20.0;749.0;766.1;56;Wind blowing from the south;2;;;;Scattered clouds (40-50%) 7500 m;16.0;11.0
28.06.2022 19:53;22.0;749.1;766.1;50;Wind blowing from the south;3;;;;Scattered clouds (40-50%) 7500 m;16.0;11.0
28.06.2022 18:53;24.0;749.2;766.1;41;Wind blowing from the south;5;;;;Scattered clouds (40-50%) 7500 m;16.0;10.0
28.06.2022 17:53;26.0;749.3;766.1;39;Wind blowing from the south;6;;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;11.0
28.06.2022 16:53;27.0;749.6;766.3;32;Wind blowing from the south-southwest;6;;;;Few clouds (10-30%) 1650 m, scattered clouds (40-50%) 7500 m;16.0;9.0
28.06.2022 15:53;27.0;750.1;766.8;32;Wind blowing from the south-southwest;5;9;;;Few clouds (10-30%) 1650 m, few clouds (10-30%) 7500 m;16.0;9.0
28.06.2022 14:53;27.0;750.5;767.3;32;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 1500 m, few clouds (10-30%) 7500 m;16.0;9.0
28.06.2022 13:53;26.0;750.8;767.6;34;variable wind direction;2;;;;No clouds;16.0;9.0
28.06.2022 12:53;25.0;751.2;768.1;36;Wind blowing from the south-west;2;;;;No clouds;16.0;9.0
28.06.2022 11:53;24.0;751.5;768.4;36;variable wind direction;2;;;;No clouds;16.0;8.0
28.06.2022 10:53;22.0;751.5;768.6;41;variable wind direction;2;;;;No clouds;16.0;8.0
28.06.2022 9:53;21.0;751.5;768.6;40;Wind blowing from the south-west;2;;;;Few clouds (10-30%) 7500 m;16.0;7.0
28.06.2022 8:53;20.0;751.7;768.9;46;variable wind direction;3;;;;Few clouds (10-30%) 7500 m;16.0;8.0
28.06.2022 7:53;18.0;751.6;768.9;56;Wind blowing from the west-southwest;2;;;;Few clouds (10-30%) 4200 m, few clouds (10-30%) 6600 m;16.0;9.0
28.06.2022 6:53;16.0;751.2;768.6;68;Wind blowing from the north-west;2;;;;Few clouds (10-30%) 4200 m, few clouds (10-30%) 6600 m;16.0;10.0
28.06.2022 5:53;13.0;750.8;768.4;77;Calm, no wind;0;;;;Few clouds (10-30%) 4200 m, few clouds (10-30%) 6600 m;16.0;9.0
28.06.2022 4:53;12.0;750.7;768.4;77;Calm, no wind;0;;;;Few clouds (10-30%) 4200 m, few clouds (10-30%) 6600 m;14.0;8.0
28.06.2022 3:53;12.0;750.0;767.6;82;Calm, no wind;0;;;;No clouds;16.0;9.0
28.06.2022 2:53;13.0;750.0;767.6;77;Wind blowing from the south;2;;;;No clouds;16.0;9.0
28.06.2022 1:53;14.0;750.3;767.8;67;Calm, no wind;0;;;;No clouds;16.0;8.0
28.06.2022 0:53;15.0;750.3;767.8;63;Wind blowing from the north-northeast;2;;;;No clouds;16.0;8.0
27.06.2022 23:53;16.0;750.2;767.6;55;Wind blowing from the north;3;;;;No clouds;16.0;7.0
27.06.2022 22:53;17.0;750.0;767.3;52;Wind blowing from the north;3;;;;No clouds;16.0;7.0
27.06.2022 21:53;18.0;749.5;766.8;49;Wind blowing from the north;3;;;;No clouds;16.0;7.0
27.06.2022 20:53;19.0;749.1;766.3;46;Wind blowing from the north-northwest;4;;;;No clouds;16.0;7.0
27.06.2022 19:53;21.0;748.7;765.8;40;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 2100 m;16.0;7.0
27.06.2022 18:53;23.0;748.7;765.6;33;Wind blowing from the west-northwest;6;10;;;Few clouds (10-30%) 2100 m;16.0;6.0
27.06.2022 17:53;23.0;748.1;765.0;36;Wind blowing from the west-northwest;6;;;;Scattered clouds (40-50%) 2100 m;16.0;7.0
27.06.2022 16:53;24.0;748.1;765.0;34;Wind blowing from the west-northwest;6;11;;;Broken clouds (60-90%) 2100 m;16.0;7.0
27.06.2022 15:53;24.0;748.1;765.0;36;Wind blowing from the north-west;6;10;;;Scattered clouds (40-50%) 2250 m;16.0;8.0
27.06.2022 14:53;23.0;748.4;765.3;36;Wind blowing from the west;5;11;;;Broken clouds (60-90%) 2100 m;16.0;7.0
27.06.2022 13:53;23.0;748.4;765.3;36;Wind blowing from the north-west;8;13;;;Broken clouds (60-90%) 1950 m;16.0;7.0
27.06.2022 12:53;23.0;748.7;765.6;36;Wind blowing from the west-northwest;5;13;;;Scattered clouds (40-50%) 1950 m;16.0;7.0
27.06.2022 11:53;23.0;748.9;765.8;36;Wind blowing from the west-northwest;9;13;;;Scattered clouds (40-50%) 1800 m;16.0;7.0
27.06.2022 10:53;21.0;748.7;765.8;40;Wind blowing from the west-northwest;8;11;;;Few clouds (10-30%) 1650 m;16.0;7.0
27.06.2022 9:53;21.0;748.7;765.8;43;Wind blowing from the west-northwest;6;10;;;Few clouds (10-30%) 900 m;16.0;8.0
27.06.2022 8:53;20.0;748.7;765.8;43;Wind blowing from the west-northwest;5;;;;Few clouds (10-30%) 7500 m;16.0;7.0
27.06.2022 7:53;18.0;748.4;765.6;46;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 7500 m;16.0;6.0
27.06.2022 6:53;17.0;748.3;765.6;52;Wind blowing from the west-northwest;4;;;;Few clouds (10-30%) 2100 m, few clouds (10-30%) 7500 m;16.0;7.0
27.06.2022 5:53;16.0;747.7;765.0;55;Wind blowing from the west-northwest;3;;;;Few clouds (10-30%) 3000 m, scattered clouds (40-50%) 7500 m;16.0;7.0
27.06.2022 4:53;16.0;747.2;764.5;55;Wind blowing from the north-west;4;;;;Few clouds (10-30%) 3000 m, broken clouds (60-90%) 7500 m;16.0;7.0
27.06.2022 3:53;17.0;746.7;764.0;56;Wind blowing from the north-west;4;;;;Broken clouds (60-90%) 7500 m;16.0;8.0
27.06.2022 2:53;17.0;746.6;763.8;59;Wind blowing from the west-northwest;5;;;;Scattered clouds (40-50%) 7500 m;16.0;9.0
27.06.2022 1:53;18.0;746.3;763.5;60;Wind blowing from the west-northwest;4;;;;Scattered clouds (40-50%) 7500 m;16.0;10.0
27.06.2022 0:53;19.0;746.4;763.5;60;Wind blowing from the west;4;;;;Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m;14.0;11.0
26.06.2022 23:53;19.0;746.4;763.5;60;Wind blowing from the west;4;;;;Few clouds (10-30%) 3600 m, broken clouds (60-90%) 7500 m;16.0;11.0
26.06.2022 22:53;20.0;746.2;763.3;56;Wind blowing from the west;4;;;;Broken clouds (60-90%) 7500 m;16.0;11.0
26.06.2022 21:53;21.0;745.8;762.8;50;Wind blowing from the west-northwest;4;;;;Broken clouds (60-90%) 7500 m;16.0;10.0
26.06.2022 20:53;22.0;745.1;762.0;47;Wind blowing from the west-northwest;4;9;;;Broken clouds (60-90%) 7500 m;16.0;10.0
26.06.2022 19:53;23.0;744.4;761.2;41;Wind blowing from the west-northwest;5;;;;Broken clouds (60-90%) 7500 m;16.0;9.0
26.06.2022 18:53;25.0;744.0;760.7;32;Wind blowing from the west-northwest;9;12;;;Few clouds (10-30%) 1650 m, broken clouds (60-90%) 7500 m;16.0;7.0
26.06.2022 17:53;28.0;743.7;760.2;42;Wind blowing from the west;8;13;;;Few clouds (10-30%) 1650 m, broken clouds (60-90%) 7500 m;16.0;14.0
26.06.2022 16:53;29.0;743.5;760.0;51;Wind blowing from the west;6;;;;Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 7500 m;16.0;18.0
26.06.2022 15:53;29.0;743.5;760.0;48;Wind blowing from the west-northwest;7;11;;;Scattered clouds (40-50%) 1050 m, scattered clouds (40-50%) 7500 m;16.0;17.0
26.06.2022 14:53;28.0;743.9;760.5;62;Wind blowing from the west;6;;Light rain;;Broken clouds (60-90%) 1050 m, broken clouds (60-90%) 1350 m, broken clouds (60-90%) 7500 m;14.0;20.0
26.06.2022 13:53;28.0;744.1;760.7;58;Wind blowing from the west;5;;;;Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 1350 m, overcast (100%) 1800 m;12.0;19.0
26.06.2022 12:53;29.0;744.2;760.7;62;Wind blowing from the west;4;8;;;Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 1350 m, broken clouds (60-90%) 7500 m;12.0;21.0
26.06.2022 11:53;27.0;744.4;761.0;70;Wind blowing from the south-west;6;;Haze;;Few clouds (10-30%) 690 m, broken clouds (60-90%) 1050 m, broken clouds (60-90%) 1350 m;9.0;21.0
26.06.2022 11:22;26.0;744.5;761.2;74;Wind blowing from the west-southwest;4;;;;Scattered clouds (40-50%) 630 m, overcast (100%) 990 m;11.0;21.0
26.06.2022 10:53;26.0;744.5;761.2;74;Wind blowing from the west;3;;;;Broken clouds (60-90%) 750 m, overcast (100%) 1050 m;12.0;21.0
26.06.2022 10:10;26.0;744.0;760.7;74;Wind blowing from the west-southwest;5;;;;Broken clouds (60-90%) 600 m, overcast (100%) 1650 m;16.0;21.0
26.06.2022 9:53;26.0;744.0;760.7;74;Wind blowing from the west-southwest;2;;;;Few clouds (10-30%) 540 m, scattered clouds (40-50%) 1650 m, scattered clouds (40-50%) 7500 m;16.0;21.0
26.06.2022 8:53;24.0;743.9;760.7;78;Wind blowing from the south-southwest;4;;;;Scattered clouds (40-50%) 3900 m, broken clouds (60-90%) 5100 m;16.0;20.0
26.06.2022 7:53;23.0;743.9;760.7;78;variable wind direction;2;;;;Broken clouds (60-90%) 3900 m, overcast (100%) 5100 m;16.0;19.0
26.06.2022 6:53;22.0;743.8;760.7;83;Wind blowing from the west-southwest;3;;;;Few clouds (10-30%) 2100 m, overcast (100%) 4800 m;14.0;19.0
26.06.2022 5:53;22.0;743.8;760.7;83;Wind blowing from the south-west;5;;;;Few clouds (10-30%) 1800 m, overcast (100%) 4200 m;16.0;19.0
26.06.2022 4:53;22.0;744.1;761.0;78;Wind blowing from the south-west;6;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 4200 m, overcast (100%) 5100 m;16.0;18.0
26.06.2022 3:53;22.0;744.1;761.0;83;Wind blowing from the west-southwest;2;;;;Overcast (100%) 2100 m;14.0;19.0
26.06.2022 2:53;21.0;744.0;761.0;88;Calm, no wind;0;;;;Scattered clouds (40-50%) 2250 m, broken clouds (60-90%) 4500 m;12.0;19.0
26.06.2022 1:53;21.0;744.0;761.0;88;Calm, no wind;0;;;;Broken clouds (60-90%) 1950 m;16.0;19.0
26.06.2022 0:53;21.0;744.5;761.5;88;Calm, no wind;0;;;;Overcast (100%) 2100 m;16.0;19.0
25.06.2022 23:53;21.0;745.3;762.3;88;Wind blowing from the north;3;;Light rain;;Few clouds (10-30%) 1650 m, broken clouds (60-90%) 2250 m, overcast (100%) 2700 m;11.0;19.0
25.06.2022 22:53;23.0;745.4;762.3;74;Wind blowing from the south;3;;Light rain;;Scattered clouds (40-50%) 2250 m, scattered clouds (40-50%) 3300 m, broken clouds (60-90%) 4500 m;14.0;18.0
25.06.2022 21:53;23.0;745.4;762.3;65;Wind blowing from the south;3;;;;Few clouds (10-30%) 2250 m, few clouds (10-30%) 3900 m, broken clouds (60-90%) 5700 m;16.0;16.0
25.06.2022 20:53;26.0;744.8;761.5;48;Wind blowing from the south-southeast;3;;;;Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 3900 m, broken clouds (60-90%) 6000 m;16.0;14.0
25.06.2022 19:53;27.0;744.9;761.5;45;Wind blowing from the south-east;4;;;;Broken clouds (60-90%) 3900 m, broken clouds (60-90%) 6000 m;16.0;14.0
25.06.2022 18:53;27.0;745.1;761.7;45;Wind blowing from the south-southeast;4;;;;Scattered clouds (40-50%) 4800 m, broken clouds (60-90%) 6300 m;16.0;14.0
25.06.2022 17:53;29.0;745.2;761.7;40;Wind blowing from the south-east;3;;;;Few clouds (10-30%) 6000 m, broken clouds (60-90%) 7200 m;16.0;14.0
25.06.2022 16:53;29.0;745.8;762.3;40;Wind blowing from the south-southeast;3;;;;Broken clouds (60-90%) 6000 m;16.0;14.0
25.06.2022 15:53;29.0;746.0;762.5;40;Wind blowing from the south-southeast;3;;;;Scattered clouds (40-50%) 6000 m;16.0;14.0
25.06.2022 14:53;30.0;746.5;763.0;33;Wind blowing from the south;3;;;;Broken clouds (60-90%) 6000 m;16.0;12.0
25.06.2022 13:53;31.0;747.0;763.5;27;Wind blowing from the south-southeast;3;;;;Broken clouds (60-90%) 5400 m;16.0;10.0
25.06.2022 12:53;29.0;747.2;763.8;37;Wind blowing from the south-southeast;4;8;;;Broken clouds (60-90%) 5400 m;16.0;13.0
25.06.2022 11:53;29.0;747.7;764.3;40;Wind blowing from the south-east;4;;;;Broken clouds (60-90%) 6000 m;16.0;14.0
25.06.2022 10:53;28.0;747.7;764.3;42;Wind blowing from the south;3;;;;Broken clouds (60-90%) 6600 m;16.0;14.0
25.06.2022 9:53;27.0;747.8;764.5;51;Wind blowing from the south;3;;;;Broken clouds (60-90%) 7500 m;16.0;16.0
25.06.2022 8:53;26.0;747.8;764.5;54;Wind blowing from the south;3;;;;Few clouds (10-30%) 5400 m, broken clouds (60-90%) 7500 m;16.0;16.0
25.06.2022 7:53;24.0;747.4;764.3;57;Wind blowing from the south;3;;;;Broken clouds (60-90%) 7500 m;16.0;15.0
25.06.2022 6:53;22.0;747.5;764.5;65;Wind blowing from the south-southwest;2;;;;Few clouds (10-30%) 7500 m;16.0;15.0
25.06.2022 5:53;20.0;747.7;764.8;83;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;17.0
25.06.2022 4:53;19.0;747.2;764.3;88;Calm, no wind;0;;;;Few clouds (10-30%) 1500 m, few clouds (10-30%) 7500 m;16.0;17.0
25.06.2022 3:53;19.0;746.7;763.8;88;Calm, no wind;0;;;;Few clouds (10-30%) 1800 m;16.0;17.0
25.06.2022 2:53;20.0;746.7;763.8;83;Calm, no wind;0;;;;No clouds;16.0;17.0
25.06.2022 1:53;21.0;746.8;763.8;78;Calm, no wind;0;;;;No clouds;16.0;17.0
25.06.2022 0:53;22.0;746.8;763.8;73;Calm, no wind;0;;;;No clouds;16.0;17.0
24.06.2022 23:53;22.0;746.8;763.8;73;Calm, no wind;0;;;;Few clouds (10-30%) 6600 m;16.0;17.0
24.06.2022 22:53;23.0;746.9;763.8;69;Calm, no wind;0;;;;Few clouds (10-30%) 6600 m;16.0;17.0
24.06.2022 21:53;23.0;746.9;763.8;65;Wind blowing from the south-southeast;2;;;;Few clouds (10-30%) 6600 m;16.0;16.0
24.06.2022 20:53;24.0;746.7;763.5;61;Wind blowing from the south;2;;;;Few clouds (10-30%) 6600 m;16.0;16.0
24.06.2022 19:53;26.0;746.6;763.3;54;Wind blowing from the south;4;;;;Few clouds (10-30%) 6600 m;16.0;16.0
24.06.2022 18:53;28.0;746.4;763.0;48;Wind blowing from the south;5;;;;Few clouds (10-30%) 7500 m;16.0;16.0
24.06.2022 17:53;29.0;746.4;763.0;37;Wind blowing from the south;3;;;;Few clouds (10-30%) 7500 m;16.0;13.0
24.06.2022 16:53;30.0;746.5;763.0;35;Wind blowing from the south-west;3;;;;Few clouds (10-30%) 7500 m;16.0;13.0
24.06.2022 15:53;31.0;746.6;763.0;33;variable wind direction;2;;;;Few clouds (10-30%) 7500 m;16.0;13.0
24.06.2022 14:53;29.0;746.7;763.3;37;variable wind direction;2;;;;Few clouds (10-30%) 7500 m;16.0;13.0
24.06.2022 13:53;29.0;746.9;763.5;37;Wind blowing from the north-west;2;;;;Few clouds (10-30%) 7500 m;14.0;13.0
24.06.2022 12:53;28.0;747.4;764.0;40;variable wind direction;2;;;;Few clouds (10-30%) 7500 m;16.0;13.0
24.06.2022 11:53;28.0;747.4;764.0;40;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 7500 m;16.0;13.0
24.06.2022 10:53;28.0;747.7;764.3;42;Wind blowing from the west-northwest;3;;;;Few clouds (10-30%) 7500 m;16.0;14.0
24.06.2022 9:53;26.0;747.6;764.3;51;variable wind direction;2;;;;No clouds;16.0;15.0
24.06.2022 8:53;24.0;747.4;764.3;54;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 7500 m;16.0;14.0
24.06.2022 7:53;22.0;747.0;764.0;61;Wind blowing from the south-southwest;3;;;;Scattered clouds (40-50%) 7500 m;16.0;14.0
24.06.2022 6:53;19.0;746.7;763.8;68;Wind blowing from the south;2;;;;Few clouds (10-30%) 4200 m, broken clouds (60-90%) 7500 m;16.0;13.0
24.06.2022 5:53;18.0;746.1;763.3;68;Calm, no wind;0;;;;Scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 7500 m;16.0;12.0
24.06.2022 4:53;16.0;745.7;763.0;72;Calm, no wind;0;;;;Scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 7500 m;14.0;11.0
24.06.2022 3:53;17.0;745.3;762.5;68;Calm, no wind;0;;;;Scattered clouds (40-50%) 3600 m, broken clouds (60-90%) 7500 m;14.0;11.0
24.06.2022 2:53;17.0;745.1;762.3;68;Calm, no wind;0;;;;Few clouds (10-30%) 3600 m, scattered clouds (40-50%) 7500 m;12.0;11.0
24.06.2022 1:53;17.0;745.3;762.5;73;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;12.0
24.06.2022 0:53;17.0;745.3;762.5;73;Wind blowing from the south;2;;;;Few clouds (10-30%) 7500 m;16.0;12.0
23.06.2022 23:53;20.0;745.7;762.8;49;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;9.0
23.06.2022 22:53;21.0;745.5;762.5;43;Wind blowing from the east;2;;;;Few clouds (10-30%) 2100 m;16.0;8.0
23.06.2022 21:53;22.0;745.6;762.5;53;Wind blowing from the east;3;;;;Few clouds (10-30%) 2100 m;16.0;12.0
23.06.2022 20:53;23.0;745.4;762.3;57;Wind blowing from the south-east;2;;;;Few clouds (10-30%) 2100 m;16.0;14.0
23.06.2022 19:53;24.0;745.5;762.3;54;Wind blowing from the south-southeast;2;;;;Few clouds (10-30%) 2100 m;16.0;14.0
23.06.2022 18:53;26.0;745.3;762.0;48;Wind blowing from the south-southeast;4;;;;Few clouds (10-30%) 1800 m;16.0;14.0
23.06.2022 17:53;26.0;745.0;761.7;48;Wind blowing from the south;4;;;;Few clouds (10-30%) 1800 m;16.0;14.0
23.06.2022 16:53;28.0;745.1;761.7;40;Calm, no wind;0;;;;Few clouds (10-30%) 1800 m;16.0;13.0
23.06.2022 15:53;28.0;745.4;762.0;40;variable wind direction;2;;;;Few clouds (10-30%) 1800 m;16.0;13.0
23.06.2022 14:53;28.0;745.4;762.0;40;variable wind direction;2;;;;Few clouds (10-30%) 1800 m;16.0;13.0
23.06.2022 13:53;27.0;745.7;762.3;42;variable wind direction;2;;;;Few clouds (10-30%) 1800 m;16.0;13.0
23.06.2022 12:53;26.0;745.8;762.5;45;variable wind direction;2;;;;Few clouds (10-30%) 7500 m;16.0;13.0
23.06.2022 11:53;26.0;746.1;762.8;42;Wind blowing from the north-east;5;;;;Few clouds (10-30%) 7500 m;16.0;12.0
23.06.2022 10:53;24.0;746.0;762.8;44;variable wind direction;3;;;;Few clouds (10-30%) 7500 m;16.0;11.0
23.06.2022 9:53;23.0;746.1;763.0;47;Wind blowing from the north-northwest;5;9;;;Few clouds (10-30%) 6900 m;16.0;11.0
23.06.2022 8:53;21.0;746.0;763.0;53;Wind blowing from the north-northwest;4;;;;Few clouds (10-30%) 6600 m;16.0;11.0
23.06.2022 7:53;20.0;745.9;763.0;60;Wind blowing from the north;4;;;;Few clouds (10-30%) 5400 m;16.0;12.0
